canonical_match_id,golgg_match_id,team_a_name,team_b_name,winner_side,start_time_normalized,status,market_open_p_a_novig,market_open_p_a_raw,market_open_avg_margin,market_open_books,market_mid_p_a_novig,market_mid_p_a_raw,market_mid_avg_margin,market_mid_books,market_close_p_a_novig,market_close_p_a_raw,market_close_avg_margin,market_close_books
104274,79784,Maze,ZEN Esports,team_a,2026-07-09T20:00:00+00:00,finished,0.7158513352061738,0.7772435897435898,0.08580745682593705,3.0,0.7195145169875176,0.7833005249343832,0.08870782636016483,3.0,0.7195145169875176,0.7833005249343832,0.08870782636016483,3.0
144715,80493,Vitality Bee,Ici Japon Corp eSport,team_b,2026-07-29T17:00:00+00:00,finished,0.5388532444995616,0.5873344104946742,0.08999653693623595,7.0,0.5388532444995616,0.5873344104946742,0.08999653693623595,7.0,0.562241860632869,0.6116602172914335,0.08789388120373458,7.0
144706,80496,Galions,Skillcamp,team_a,2026-07-29T20:00:00+00:00,finished,0.7755093760291014,0.8446571153450517,0.08916675563782443,5.0,0.7737903002287319,0.8404316963638998,0.08611677009775409,5.0,0.7826141693015007,0.8503549181515282,0.08656487143181994,5.0
144771,80642,Shark Attack,Dark Passage,team_a,2026-07-29T14:30:00+00:00,finished,0.20054575495390914,0.21820804143008746,0.08795952100165705,5.0,0.20288759255362526,0.2206316123087925,0.08741021934227211,5.0,0.18748683955998197,0.20358285044805421,0.08571159127244718,5.0
144772,80645,DIA Ozarox,Phoenix,team_a,2026-07-29T17:30:00+00:00,finished,0.7501012874654382,0.8151166088921219,0.08675678053229356,5.0,0.73185073390143,0.7966379271095688,0.08856333330234376,5.0,0.7386291043517917,0.804079326149805,0.0886639761806793,5.0
104271,79790,Malvinas,Docta Esports,team_b,2026-07-09T23:00:00+00:00,finished,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0
86512,79560,VfB,G2 NORD,team_a,2026-07-02T18:00:00+00:00,finished,0.1163379076865082,0.12616099071207432,0.08329599712350488,2.0,0.11720685131338053,0.1272584446190102,0.08439345103044071,2.0,0.12773892941244042,0.13827277017461068,0.08175296599125503,2.0
144733,80421,Zennit,Dynasty,team_a,2026-07-28T17:00:00+00:00,finished,0.5522803234501348,0.5988238668961561,0.08427219964035315,2.0,0.5666614517035151,0.6153904415663107,0.08600212602394464,2.0,0.5844281069640831,0.6349270337821494,0.086415007691648,2.0
144734,80424,Myth Esports,The Bandits,team_b,2026-07-28T18:00:00+00:00,finished,0.34938513970772034,0.3795189399395074,0.08624154507385973,2.0,0.34938513970772034,0.3795189399395074,0.08624154507385973,2.0,0.34938513970772034,0.3795189399395074,0.08624154507385973,2.0
104270,79720,Polar Squad,NCG Esports,team_b,2026-07-11T19:00:00+00:00,finished,0.30746174580322955,0.334181086089483,0.08658703534582596,4.0,0.2963586902895519,0.3223450436362757,0.0872990954324328,4.0,0.27233182462729594,0.29653567535985226,0.08867357218524907,4.0
92139,79556,Hangry Knights,Berlin International Gaming,team_b,2026-07-01T19:00:00+00:00,finished,0.34657656941106163,0.3762373593505199,0.08590658875659146,4.0,0.3626713094336611,0.39420718904845886,0.08729823928236624,4.0,0.36807652606782865,0.39999723233850215,0.08647452595865296,4.0
237,78842,Flyquest,Sentinels,team_a,2026-06-01T01:34:00+00:00,finished,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0
104278,79638,Seven Dark,Maze,team_b,2026-07-08T20:00:00+00:00,finished,0.42022282820896767,0.4567251461988304,0.0874471124046677,3.0,0.41802257830404016,0.4542260208926876,0.08713349282454981,3.0,0.41802257830404016,0.4542260208926876,0.08713349282454981,3.0
91644,79613,LYON,FURIA,team_a,2026-07-04T03:00:00+00:00,finished,0.6750510058999913,0.731949496216397,0.08449376399454467,3.0,0.6800341403793512,0.737163260554249,0.0839905486136648,3.0,0.7412893916597109,0.8044409749327782,0.08526333599976492,3.0
86360,79550,VfB,TeamOrangeGaming,team_b,2026-06-30T19:00:00+00:00,finished,0.2467706177344012,0.268565248738284,0.08823737988582503,2.0,0.24032582541122638,0.26144907723855093,0.08795180947898806,2.0,0.20372117709500498,0.22154222766217868,0.08748914624067627,2.0
144692,80412,Unicorns of Love Sexy Edition,Teamorangegaming,team_a,2026-07-29T17:00:00+00:00,finished,0.652399676307151,0.7089971467138712,0.08659795162150283,5.0,0.671814975383467,0.7312252964426879,0.0885301182636387,5.0,0.6640469390206358,0.7229437229437229,0.0888350681275381,5.0
104276,79641,Volticons,ZEN Esports,team_a,2026-07-08T23:00:00+00:00,finished,0.8251639525458698,0.8968790218790218,0.08699446199446192,2.0,0.8251639525458698,0.8968790218790218,0.08699446199446192,2.0,0.8251639525458698,0.8968790218790218,0.08699446199446192,2.0
45,78787,BUBLIKI,RonaldoTeam,team_a,2026-05-31T20:00:00+00:00,finished,0.47067078618225133,0.5154776139232098,0.09519262938227702,2.0,0.4938692098092643,0.5406827215337853,0.09473760519760754,2.0,0.5102628978650778,0.5586766541822722,0.09487353762773243,2.0
72,78893,FearX,T1,team_b,2026-05-31T10:00:00+00:00,finished,0.1744003634993119,0.18911701044053986,0.08398509280862215,4.0,0.1744003634993119,0.18911701044053986,0.08398509280862215,4.0,0.1744003634993119,0.18911701044053986,0.08398509280862215,4.0
