alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.1,2.5,0.7406452620888995,0.21702948918701384,0.6252967653198284,0.6753774680603949,584,0.18768835616438356,109.61,0.3339041095890411
0.1,3.0,0.7406452620888995,0.22092295123321296,0.6337796321820515,0.6753774680603949,594,0.18643097643097645,110.74000000000001,0.3367003367003367
0.15,0.5,0.7442757350371476,0.2191288370807343,0.6431724487485097,0.6747967479674797,655,-0.030366412213740458,-19.89,0.7358778625954199
0.15,0.6,0.7442757350371476,0.21190771860324534,0.6139850245295719,0.6747967479674797,394,0.053832487309644655,21.209999999999994,0.7614213197969543
0.15,0.7,0.7442757350371476,0.20736881215742425,0.5989593693198598,0.6747967479674797,52,2.3205769230769233,120.67000000000002,0.8846153846153846
0.15,0.8,0.7442757350371476,0.2046977301028138,0.5916482450908658,0.6747967479674797,43,3.2258139534883723,138.71,0.7441860465116279
0.15,0.9,0.7442757350371476,0.20331539339665614,0.5887207031259873,0.6747967479674797,68,2.1511764705882355,146.28,0.6176470588235294
0.15,1.0,0.7442757350371476,0.20281540974931736,0.5883443213060497,0.6747967479674797,114,1.099561403508772,125.35000000000001,0.42105263157894735
0.15,1.1,0.7442757350371476,0.2029142984665904,0.5894657207930813,0.6747967479674797,212,0.6540566037735849,138.66,0.3490566037735849
0.15,1.2,0.7442757350371476,0.20341475133809497,0.5914593216531212,0.6747967479674797,321,0.4186604361370717,134.39000000000001,0.32087227414330216
0.15,1.3,0.7442757350371476,0.20417947905244255,0.5939446288815009,0.6747967479674797,395,0.29050632911392404,114.75,0.30886075949367087
0.15,1.5,0.7442757350371476,0.20614857118300067,0.5995376016338716,0.6747967479674797,476,0.23909663865546218,113.81,0.31932773109243695
0.15,1.7,0.7442757350371476,0.2083557213839397,0.6052358094018798,0.6747967479674797,519,0.21346820809248554,110.78999999999999,0.3236994219653179
0.15,2.0,0.7442757350371476,0.2116583705290688,0.6132061946965832,0.6747967479674797,556,0.20129496402877695,111.91999999999999,0.33093525179856115
0.15,2.5,0.7442757350371476,0.21656024973345192,0.6243409418251888,0.6747967479674797,585,0.1855042735042735,108.52,0.3333333333333333
0.15,3.0,0.7442757350371476,0.22056538602788328,0.6330590005398685,0.6747967479674797,596,0.18979865771812082,113.12,0.3389261744966443
0.2,0.5,0.7477897148934363,0.21668930849215345,0.6334159715827116,0.6724738675958188,654,0.011269113149847094,7.369999999999999,0.7308868501529052
0.2,0.6,0.7477897148934363,0.20964547309909753,0.6064573143329475,0.6724738675958188,434,0.30322580645161296,131.60000000000002,0.7557603686635944
0.2,0.7,0.7477897148934363,0.2053215303301171,0.5929617195113641,0.6724738675958188,139,1.091654676258993,151.74,0.7338129496402878
0.2,0.8,0.7477897148934363,0.20286580930404252,0.5867479886193789,0.6724738675958188,81,1.8292592592592594,148.17000000000002,0.6049382716049383
0.2,0.9,0.7477897148934363,0.20168271484037037,0.5846343514757628,0.6724738675958188,103,1.285728155339806,132.43,0.49514563106796117
0.2,1.0,0.7477897148934363,0.20136015000316498,0.5848782464021716,0.6724738675958188,154,0.8370779220779221,128.91,0.4090909090909091
0.2,1.1,0.7477897148934363,0.2016140735671945,0.5864831982181886,0.6724738675958188,249,0.5721686746987953,142.47000000000003,0.357429718875502
0.2,1.2,0.7477897148934363,0.20224882737894095,0.5888611098604764,0.6724738675958188,343,0.39793002915451897,136.49,0.3294460641399417
0.2,1.3,0.7477897148934363,0.20312954379286674,0.5916569875360845,0.6724738675958188,410,0.2933170731707317,120.25999999999999,0.3195121951219512
0.2,1.5,0.7477897148934363,0.20528558813109318,0.5977161278115173,0.6724738675958188,484,0.22673553719008263,109.74,0.3181818181818182
0.2,1.7,0.7477897148934363,0.2076338184923127,0.6037428051093676,0.6724738675958188,528,0.2189204545454545,115.58999999999997,0.32954545454545453
0.2,2.0,0.7477897148934363,0.21108941085363345,0.6120508683766976,0.6724738675958188,560,0.20055357142857144,112.31,0.33214285714285713
0.2,2.5,0.7477897148934363,0.2161521115319299,0.6235240607827561,0.6724738675958188,588,0.19066326530612243,112.10999999999999,0.336734693877551
0.2,3.0,0.7477897148934363,0.22025422312865073,0.6324397807034695,0.6724738675958188,595,0.19544537815126048,116.28999999999999,0.3411764705882353
0.25,0.5,0.7510967481981259,0.214234897053006,0.6251119499708114,0.6713124274099884,688,0.18728197674418604,128.85,0.7383720930232558
0.25,0.6,0.7510967481981259,0.20745379308395392,0.6000740414699631,0.6713124274099884,497,0.30311871227364184,150.65,0.7263581488933601
0.25,0.7,0.7510967481981259,0.20339096717402755,0.587885109342509,0.6713124274099884,213,0.7449295774647887,158.67,0.6948356807511737
0.25,0.8,0.7510967481981259,0.2011714877159108,0.5826021288466806,0.6713124274099884,117,1.2996581196581196,152.06,0.5982905982905983
0.25,0.9,0.7510967481981259,0.2001937149184989,0.5811755700759753,0.6713124274099884,136,1.0138235294117646,137.88,0.47794117647058826
0.25,1.0,0.7510967481981259,0.20004649444846173,0.5819414496373816,0.6713124274099884,180,0.7742222222222223,139.36,0.42777777777777776
0.25,1.1,0.7510967481981259,0.20044917895739572,0.5839525106811774,0.6713124274099884,272,0.5700367647058823,155.04999999999998,0.375
0.25,1.2,0.7510967481981259,0.20121003529040501,0.5866527991986111,0.6713124274099884,363,0.4103856749311295,148.97,0.34710743801652894
0.25,1.3,0.7510967481981259,0.2021978935294723,0.5897090432281376,0.6713124274099884,418,0.30404306220095695,127.09,0.3277511961722488
0.25,1.5,0.7510967481981259,0.204523692828606,0.5961589739987081,0.6713124274099884,494,0.23441295546558708,115.80000000000001,0.3259109311740891
0.25,1.7,0.7510967481981259,0.20699799063540003,0.6024612457048277,0.6713124274099884,531,0.21408662900188324,113.68,0.3295668549905838
0.25,2.0,0.7510967481981259,0.21058863880401837,0.6110531983016098,0.6713124274099884,561,0.19732620320855618,110.70000000000002,0.3315508021390374
0.25,2.5,0.7510967481981259,0.21579197912997938,0.6228121127005416,0.6713124274099884,588,0.1904081632653061,111.96,0.336734693877551
0.25,3.0,0.7510967481981259,0.21997848565230518,0.6318957135896317,0.6713124274099884,597,0.19510887772194305,116.48,0.3417085427135678
0.3,0.5,0.7540364856364018,0.2118341498942487,0.6181323569664077,0.670150987224158,709,0.19641748942172071,139.26,0.7221438645980254
0.3,0.6,0.7540364856364018,0.20538399233573323,0.5947142962411095,0.670150987224158,530,0.2724150943396227,144.38000000000002,0.7037735849056603
0.3,0.7,0.7540364856364018,0.2016097322221987,0.5836192617489826,0.670150987224158,292,0.5511301369863014,160.93,0.6746575342465754
0.3,0.8,0.7540364856364018,0.199632517590311,0.5791119177424112,0.670150987224158,158,0.9611392405063292,151.86,0.5632911392405063
0.3,0.9,0.7540364856364018,0.19885555994104426,0.5782564804199767,0.670150987224158,176,0.8817045454545455,155.18,0.4943181818181818
0.3,1.0,0.7540364856364018,0.19887444308520746,0.5794557357397825,0.670150987224158,209,0.7591866028708135,158.67000000000002,0.4354066985645933
0.3,1.1,0.7540364856364018,0.19941491342055476,0.5818038782696281,0.670150987224158,292,0.5481506849315069,160.06,0.3801369863013699
0.3,1.2,0.7540364856364018,0.2002906744390913,0.5847718497743842,0.670150987224158,376,0.4114361702127659,154.7,0.35638297872340424
0.3,1.3,0.7540364856364018,0.20137498055592298,0.5880444681152803,0.670150987224158,430,0.3159302325581395,135.85,0.3395348837209302
0.3,1.5,0.7540364856364018,0.20385170534799035,0.5948197482444755,0.670150987224158,506,0.22980237154150202,116.28000000000002,0.3300395256916996
0.3,1.7,0.7540364856364018,0.20643685085199256,0.601352184402479,0.670150987224158,532,0.21454887218045113,114.14,0.3308270676691729
0.3,2.0,0.7540364856364018,0.21014537431881064,0.6101822778633091,0.670150987224158,558,0.20267025089605736,113.09,0.3333333333333333
0.3,2.5,0.7540364856364018,0.21547090956108805,0.6221826488622577,0.670150987224158,586,0.19407849829351537,113.73,0.3378839590443686
0.3,3.0,0.7540364856364018,0.21973075579028736,0.6314094815709939,0.670150987224158,602,0.18870431893687709,113.60000000000001,0.34053156146179403
0.35,0.5,0.7568336903503975,0.20956989391834113,0.6123939923307953,0.667828106852497,724,0.17915745856353588,129.70999999999998,0.7071823204419889
0.35,0.6,0.7568336903503975,0.20348891363301208,0.5902949132407863,0.667828106852497,556,0.2711690647482014,150.76999999999998,0.6942446043165468
0.35,0.7,0.7568336903503975,0.20000829494912498,0.5800870821248929,0.667828106852497,360,0.45805555555555555,164.9,0.675
0.35,0.8,0.7568336903503975,0.19826444904174584,0.5762080071304527,0.667828106852497,216,0.7037962962962964,152.02,0.5648148148148148
0.35,0.9,0.7568336903503975,0.1976742499642394,0.5758153266609042,0.667828106852497,203,0.7465024630541871,151.54,0.4827586206896552
0.35,1.0,0.7568336903503975,0.19784399591340227,0.5773661855191574,0.667828106852497,237,0.6803375527426161,161.24,0.4430379746835443
0.35,1.1,0.7568336903503975,0.19850756031406505,0.5799883354268358,0.667828106852497,321,0.5193146417445482,166.7,0.3925233644859813
0.35,1.2,0.7568336903503975,0.19948477038788595,0.583174413507153,0.667828106852497,388,0.3973453608247423,154.17000000000002,0.36082474226804123
0.35,1.3,0.7568336903503975,0.20065350549597746,0.5866237969294698,0.667828106852497,448,0.3077008928571429,137.85000000000002,0.34598214285714285
0.35,1.5,0.7568336903503975,0.20326125681905854,0.5936659752332235,0.667828106852497,510,0.23149019607843138,118.06,0.3333333333333333
0.35,1.7,0.7568336903503975,0.20594199382309072,0.6003883661442231,0.667828106852497,537,0.2226070763500931,119.54,0.3370577281191806
