alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.4,1.5,0.7562923400995262,0.20407365732636445,0.5955376941684194,0.6695702671312428,491,0.2640733197556009,129.66000000000003,0.3380855397148676
0.4,1.7,0.7562923400995262,0.20676648295874556,0.602224950469649,0.6695702671312428,521,0.21209213051823417,110.5,0.32629558541266795
0.4,2.0,0.7562923400995262,0.21055915707360323,0.6111584520289423,0.6695702671312428,549,0.19548269581056468,107.32000000000001,0.32786885245901637
0.4,2.5,0.7562923400995262,0.21592700277729573,0.623180865134285,0.6695702671312428,574,0.1826480836236934,104.84,0.32926829268292684
0.4,3.0,0.7562923400995262,0.2201812737191871,0.6323640023561781,0.6695702671312428,593,0.19866779089376055,117.81,0.342327150084317
0.45,0.5,0.7579568208075849,0.20696145644512276,0.6066205160685265,0.6689895470383276,627,0.22020733652312602,138.07000000000002,0.7049441786283892
0.45,0.6,0.757962988088924,0.20173363618204543,0.5870257673815099,0.6689895470383276,470,0.31431914893617025,147.73000000000002,0.6893617021276596
0.45,0.7,0.757962988088924,0.1988800259396082,0.5783786312139658,0.6689895470383276,302,0.4902980132450331,148.07,0.6324503311258278
0.45,0.8,0.757962988088924,0.19760061925580105,0.5755196847440383,0.6689895470383276,224,0.6104464285714286,136.74,0.5267857142857143
0.45,0.9,0.757962988088924,0.19735544426294432,0.5758088267673606,0.6689895470383276,219,0.6121461187214612,134.06,0.4520547945205479
0.45,1.0,0.757962988088924,0.19778178978041772,0.5778229542313272,0.6689895470383276,255,0.553921568627451,141.25,0.41568627450980394
0.45,1.1,0.757962988088924,0.1986362300022213,0.5807631747893299,0.6689895470383276,314,0.5131210191082802,161.12,0.39490445859872614
0.45,1.2,0.757962988088924,0.19975533001171975,0.5841686230220821,0.6689895470383276,364,0.43499999999999994,158.33999999999997,0.3708791208791209
0.45,1.3,0.757962988088924,0.20102933018645455,0.5877689870764428,0.6689895470383276,428,0.36242990654205604,155.11999999999998,0.3598130841121495
0.45,1.5,0.757962988088924,0.2037719236528453,0.5949824570932252,0.6689895470383276,491,0.2724032586558045,133.75,0.3421588594704684
0.45,1.7,0.757962988088924,0.20652349872399361,0.6017741571469508,0.6689895470383276,524,0.21358778625954197,111.91999999999999,0.3282442748091603
0.45,2.0,0.757962988088924,0.21037510251149283,0.6108129493169511,0.6689895470383276,553,0.19826401446654615,109.64000000000001,0.3309222423146474
0.45,2.5,0.757962988088924,0.21580002742244367,0.6229387512771614,0.6689895470383276,580,0.18836206896551724,109.25,0.33448275862068966
