canonical_match_id,golgg_match_id,result_source_match_id,mapping_confidence,mapped_by,team_a_name,team_b_name,league,winner_side,start_time_normalized,status,market_open_p_a_novig,market_open_p_a_raw,market_open_avg_margin,market_open_books,market_open_earliest_at,market_open_latest_at,market_mid_p_a_novig,market_mid_p_a_raw,market_mid_avg_margin,market_mid_books,market_mid_earliest_at,market_mid_latest_at,market_close_p_a_novig,market_close_p_a_raw,market_close_avg_margin,market_close_books,market_close_earliest_at,market_close_latest_at
79,79122,79122,0.97,auto-fuzzy,JD Gaming,TOP Esports,LPL,team_b,2026-06-01T09:00:00+00:00,finished,0.5313461074667876,0.5758052201478343,0.08364679377888157,4.0,2026-05-30T01:02:38+00:00,2026-05-30T11:18:25+00:00,0.5313461074667876,0.5758052201478343,0.08364679377888157,4.0,2026-05-30T11:18:13+00:00,2026-05-30T17:27:44+00:00,0.5299591404167141,0.5733135257956747,0.08178324013023963,4.0,2026-05-30T23:37:38+00:00,2026-05-31T07:54:55+00:00
254,79142,79142,0.97,auto-fuzzy,Forsaken,BOMBA Team,Rift Legends,team_a,2026-06-01T02:02:00+00:00,finished,0.43421052631578944,0.46511627906976744,0.07117688513037357,1.0,2026-05-31T14:06:42+00:00,2026-05-31T14:06:42+00:00,0.43421052631578944,0.46511627906976744,0.07117688513037357,1.0,2026-05-31T14:06:42+00:00,2026-05-31T14:06:42+00:00,0.43421052631578944,0.46511627906976744,0.07117688513037357,1.0,2026-05-31T14:06:42+00:00,2026-05-31T14:06:42+00:00
542,79230,79230,0.97,auto-fuzzy,Anyones Legend,LGD Gaming,LPL,team_a,2026-06-06T09:00:00+00:00,finished,0.8676182395086983,0.9463911350703803,0.09081152949077469,3.0,2026-06-03T06:55:26+00:00,2026-06-03T20:55:16+00:00,0.8630892540014519,0.9433962264150942,0.09310762612649397,3.0,2026-06-03T16:55:25+00:00,2026-06-04T06:55:26+00:00,0.8560257231881826,0.9347412151635797,0.09191975943889807,3.0,2026-06-03T22:55:17+00:00,2026-06-05T08:55:28+00:00
66965,79432,79432,1.0,auto-fuzzy,Eintracht Spandau,Anubis Gaming,LCS,team_a,2026-06-12T15:00:00+00:00,finished,0.8484005563282336,0.9174311926605504,0.08136561889005867,1.0,2026-06-11T20:55:05+00:00,2026-06-11T20:55:05+00:00,0.8484005563282336,0.9174311926605504,0.08136561889005867,1.0,2026-06-12T00:55:05+00:00,2026-06-12T00:55:05+00:00,0.8690330477356182,0.9345794392523364,0.07542450967487158,1.0,2026-06-12T04:55:05+00:00,2026-06-12T04:55:05+00:00
67693,79526,79526,1.0,auto-fuzzy,Team Liquid,T1,MSI,team_b,2026-06-28T03:00:00+00:00,finished,0.07896794370602034,0.08488964346349746,0.07498865336448746,1.0,2026-06-18T14:55:18+00:00,2026-06-18T14:55:18+00:00,0.07896794370602034,0.08488964346349746,0.07498865336448746,1.0,2026-06-23T06:55:17+00:00,2026-06-23T06:55:17+00:00,0.09351851851851853,0.10214504596527069,0.09224405586626072,1.0,2026-06-28T00:55:16+00:00,2026-06-28T00:55:16+00:00
62960,79479,79479,1.0,auto-fuzzy,T1,Gen.g,Riot LoL / LCK,team_a,2026-06-14T06:00:00+00:00,finished,0.3615960099750623,0.390625,0.08028017241379315,1.0,2026-06-13T10:55:02+00:00,2026-06-13T10:55:02+00:00,0.3522167487684729,0.3802281368821293,0.07952883618282858,1.0,2026-06-13T18:55:01+00:00,2026-06-13T18:55:01+00:00,0.31018518518518523,0.33557046979865773,0.08183912651507552,1.0,2026-06-14T04:55:01+00:00,2026-06-14T04:55:01+00:00
116341,81056,81056,1.0,auto-fuzzy,T1,Hanwha Life Esports,KeSPA Cup,team_a,2026-08-04T06:00:00+00:00,finished,0.3635433441885055,0.39513326831215534,0.0865817590564207,3.0,2026-08-03T16:55:05+00:00,2026-08-04T02:55:01+00:00,0.3635433441885055,0.39513326831215534,0.0865817590564207,3.0,2026-08-03T16:55:05+00:00,2026-08-04T02:55:01+00:00,0.3635433441885055,0.39513326831215534,0.0865817590564207,3.0,2026-08-03T16:55:05+00:00,2026-08-04T04:55:01+00:00
93922,79559,79559,1.0,auto-fuzzy,Eintracht Spandau,Teamorangegaming,Prime League,team_a,2026-07-02T17:00:00+00:00,finished,0.704526491447643,0.759144237405107,0.07743997675347791,2.0,2026-06-28T18:55:01+00:00,2026-07-02T12:55:16+00:00,0.704526491447643,0.759144237405107,0.07743997675347791,2.0,2026-06-30T18:55:01+00:00,2026-07-02T14:55:16+00:00,0.6743485570187728,0.7275132275132274,0.07882293475513813,2.0,2026-07-02T16:55:12+00:00,2026-07-02T16:55:16+00:00
91808,79579,79579,1.0,auto-fuzzy,Volticons,Docta Esports,LRS,team_a,2026-07-01T20:00:00+00:00,finished,0.5367847411444142,0.5882352941176471,0.09584950731561648,1.0,2026-07-01T14:55:02+00:00,2026-07-01T14:55:02+00:00,0.5367847411444142,0.5882352941176471,0.09584950731561648,1.0,2026-07-01T16:55:02+00:00,2026-07-01T16:55:02+00:00,0.5367847411444142,0.5882352941176471,0.09584950731561648,1.0,2026-07-01T18:55:02+00:00,2026-07-01T18:55:02+00:00
98820,79665,79665,1.0,auto-fuzzy,G2 NORD,Unicorns Of Love Sexy Edition,Prime League,team_b,2026-07-08T16:00:00+00:00,finished,0.6796613011401744,0.7380174291938997,0.08586981878857602,2.0,2026-07-04T16:55:12+00:00,2026-07-08T06:55:04+00:00,0.6796613011401744,0.7380174291938997,0.08586981878857602,2.0,2026-07-06T14:55:14+00:00,2026-07-08T10:55:03+00:00,0.7050691244239631,0.7634032634032634,0.08281233115670206,2.0,2026-07-08T14:55:03+00:00,2026-07-08T14:55:22+00:00
98819,79666,79666,1.0,auto-fuzzy,Hangry Knights,TeamOrangeGaming,Prime League,team_a,2026-07-08T17:00:00+00:00,finished,0.56,0.6060606060606061,0.08225108225108224,1.0,2026-07-08T06:55:25+00:00,2026-07-08T06:55:25+00:00,0.56,0.6060606060606061,0.08225108225108224,1.0,2026-07-08T10:55:22+00:00,2026-07-08T10:55:22+00:00,0.5,0.5405405405405405,0.08108108108108092,1.0,2026-07-08T14:55:22+00:00,2026-07-08T14:55:22+00:00
62492,79370,79370,0.94,auto-fuzzy,Eintracht Spandau,Anubis Gaming,EMEA Masters,team_a,2026-06-12T18:00:00+00:00,finished,0.8438263152000723,0.909767595732363,0.078229346629905,2.0,2026-06-12T00:55:01+00:00,2026-06-12T06:55:05+00:00,0.801645557755621,0.8662066896655167,0.08052497511923318,2.0,2026-06-12T06:55:02+00:00,2026-06-12T10:55:12+00:00,0.734454669817187,0.7936507936507936,0.0806001555281094,2.0,2026-06-12T14:55:06+00:00,2026-06-12T14:55:12+00:00
111819,79829,79829,1.0,auto-fuzzy,VfB,BIG,Prime League,team_b,2026-07-13T19:00:00+00:00,finished,0.22077941659902453,0.24014519173449467,0.08760281885313888,3.0,2026-07-11T16:55:28+00:00,2026-07-12T00:55:13+00:00,0.22077941659902453,0.24014519173449467,0.08760281885313888,3.0,2026-07-12T02:55:28+00:00,2026-07-12T06:55:12+00:00,0.22367688401722471,0.24215352618642463,0.08252922448834443,3.0,2026-07-12T12:55:01+00:00,2026-07-12T12:55:29+00:00
116343,80960,80960,1.0,auto-fuzzy,Fluxo W7M,FURIA,CBLOL,team_b,2026-08-09T18:00:00+00:00,finished,0.2784539366520532,0.30276677722155837,0.08711697563425674,4.0,2026-08-03T16:55:05+00:00,2026-08-04T10:55:13+00:00,0.27495863841751234,0.298698772915552,0.08612475872982517,4.0,2026-08-05T22:55:03+00:00,2026-08-06T00:55:41+00:00,0.27495863841751234,0.298698772915552,0.08612475872982517,4.0,2026-08-08T02:55:01+00:00,2026-08-08T02:55:35+00:00
86513,79561,79561,1.0,auto-fuzzy,Unicorns Of Love Sexy Edition,BIG,Prime League,team_b,2026-07-02T19:00:00+00:00,finished,0.2647058823529412,0.2857142857142857,0.0793650793650793,1.0,2026-06-28T18:55:01+00:00,2026-06-28T18:55:01+00:00,0.2647058823529412,0.2857142857142857,0.0793650793650793,1.0,2026-06-30T18:55:01+00:00,2026-06-30T18:55:01+00:00,0.2764578833693304,0.29850746268656714,0.07975746268656714,1.0,2026-07-02T16:55:12+00:00,2026-07-02T16:55:12+00:00
66765,79517,79517,1.0,auto-fuzzy,Red Canids,Los Grandes ,EWC / Esports World Cup,team_b,2026-06-14T16:00:00+00:00,finished,0.591827876984127,0.6430934656741107,0.08665930225304774,2.0,2026-06-14T00:55:02+00:00,2026-06-14T00:55:08+00:00,0.5842733400178253,0.6350806451612903,0.08706611632808625,2.0,2026-06-14T06:55:01+00:00,2026-06-14T06:55:07+00:00,0.5783379412421805,0.6274586939417781,0.08503375505625543,2.0,2026-06-14T14:55:02+00:00,2026-06-14T14:55:09+00:00
104271,79790,79790,1.0,auto-fuzzy,Malvinas,Docta Esports,LRS,team_b,2026-07-09T23:00:00+00:00,finished,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-06T14:55:09+00:00,2026-07-06T14:55:09+00:00,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-07T16:55:04+00:00,2026-07-07T16:55:04+00:00,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-08T18:55:05+00:00,2026-07-08T18:55:05+00:00
194,78217,78217,0.94,auto-fuzzy,Gmblers eSports,Hmble,LIT,team_b,2026-05-31T22:06:00+00:00,finished,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0,2026-05-29T14:54:47+00:00,2026-05-29T14:54:47+00:00,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0,2026-05-29T15:04:06+00:00,2026-05-29T15:04:06+00:00,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0,2026-05-29T15:21:46+00:00,2026-05-29T15:21:46+00:00
66764,79514,79514,1.0,auto-fuzzy,Solary,Galions,LCS,team_b,2026-06-15T15:00:00+00:00,finished,0.7158836689038031,0.7874015748031495,0.09990157480314954,1.0,2026-06-14T18:55:12+00:00,2026-06-14T18:55:12+00:00,0.7158836689038031,0.7874015748031495,0.09990157480314954,1.0,2026-06-14T18:55:12+00:00,2026-06-14T18:55:12+00:00,0.7158836689038031,0.7874015748031495,0.09990157480314954,1.0,2026-06-14T18:55:12+00:00,2026-06-14T18:55:12+00:00
62,78686,78686,1.0,auto-fuzzy,Team Heretics Academy,FC Barcelona,LES,team_a,2026-06-03T15:00:00+00:00,finished,0.7236842105263157,0.7936507936507936,0.0966810966810967,1.0,2026-05-29T14:53:08+00:00,2026-05-29T14:53:08+00:00,0.7236842105263157,0.7936507936507936,0.0966810966810967,1.0,2026-05-30T15:24:24+00:00,2026-05-30T15:24:24+00:00,0.7236842105263157,0.7936507936507936,0.0966810966810967,1.0,2026-05-31T18:12:44+00:00,2026-05-31T18:12:44+00:00
104272,79787,79787,1.0,auto-fuzzy,Seven Dark,Golden Lions,LRS,team_b,2026-07-09T23:00:00+00:00,finished,0.1955017301038062,0.2150537634408602,0.10000951565324967,1.0,2026-07-06T14:55:09+00:00,2026-07-06T14:55:09+00:00,0.1955017301038062,0.2150537634408602,0.10000951565324967,1.0,2026-07-07T16:55:04+00:00,2026-07-07T16:55:04+00:00,0.1955017301038062,0.2150537634408602,0.10000951565324967,1.0,2026-07-08T18:55:05+00:00,2026-07-08T18:55:05+00:00
62679,79468,79468,1.0,auto-fuzzy,Galions,Misa eSports,Riot LoL / EMEA Masters,team_a,2026-06-13T15:00:00+00:00,finished,0.6297229219143576,0.6802721088435374,0.08027210884353742,1.0,2026-06-13T00:55:02+00:00,2026-06-13T00:55:02+00:00,0.6618357487922706,0.7142857142857143,0.07924921793534923,1.0,2026-06-13T06:55:02+00:00,2026-06-13T06:55:02+00:00,0.7111111111111111,0.7692307692307692,0.08173076923076916,1.0,2026-06-13T14:55:02+00:00,2026-06-13T14:55:02+00:00
66814,79265,79265,1.0,auto-fuzzy,Deep Cross Gaming,GAM Esports,LCP,team_a,2026-06-06T09:00:00+00:00,finished,0.4782608695652174,0.5208333333333334,0.0890151515151516,1.0,2026-06-05T14:55:02+00:00,2026-06-05T14:55:02+00:00,0.4435483870967742,0.48309178743961356,0.08915239350021964,1.0,2026-06-05T22:55:03+00:00,2026-06-05T22:55:03+00:00,0.44474393530997297,0.4854368932038835,0.09149749926448969,1.0,2026-06-06T08:55:07+00:00,2026-06-06T08:55:07+00:00
116345,80954,80954,1.0,auto-fuzzy,LOS,LEVIATAN,CBLOL,team_a,2026-08-08T18:00:00+00:00,finished,0.8899303762497901,0.9709348016029912,0.09105183146578377,3.0,2026-08-03T16:55:05+00:00,2026-08-07T14:55:59+00:00,0.8919424746746896,0.9740465765594264,0.09210440436301688,3.0,2026-08-05T16:55:06+00:00,2026-08-07T20:56:03+00:00,0.8911100174419779,0.9740465765594264,0.0931054053640179,3.0,2026-08-08T02:55:01+00:00,2026-08-08T02:56:03+00:00
110743,80660,80660,1.0,auto-fuzzy,SOOPers,FearX,LCK,team_b,2026-07-30T08:00:00+00:00,finished,0.190041768679041,0.20646119706908328,0.08637739761764347,6.0,2026-07-10T18:55:08+00:00,2026-07-29T18:56:16+00:00,0.19191234189018233,0.20897015764256,0.08888635819112019,6.0,2026-07-23T12:55:06+00:00,2026-07-29T22:56:17+00:00,0.21572277168377216,0.23378334910546975,0.08388339812192751,6.0,2026-07-30T02:56:10+00:00,2026-07-30T06:55:33+00:00
237,78842,78842,0.94,auto-fuzzy,Flyquest,Sentinels,LCS,team_a,2026-06-01T01:34:00+00:00,finished,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0,2026-05-30T15:26:03+00:00,2026-05-30T15:26:03+00:00,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0,2026-05-30T15:26:03+00:00,2026-05-30T15:26:03+00:00,0.5657894736842105,0.6060606060606061,0.07117688513037357,1.0,2026-05-30T15:26:03+00:00,2026-05-30T15:26:03+00:00
116346,80948,80948,1.0,auto-fuzzy,FURIA,LOUD,CBLOL,team_a,2026-08-07T23:00:00+00:00,finished,0.5553058076483819,0.6039589371359566,0.0876056493503646,5.0,2026-08-03T16:55:05+00:00,2026-08-07T04:55:58+00:00,0.5553058076483819,0.6039589371359566,0.0876056493503646,5.0,2026-08-05T20:55:03+00:00,2026-08-07T06:55:32+00:00,0.5502084288934073,0.5983795220599514,0.08760460676083537,5.0,2026-08-07T06:55:58+00:00,2026-08-07T22:55:36+00:00
94267,79591,79591,1.0,auto-fuzzy,Seven Dark,Docta Esports,LRS,team_b,2026-07-02T20:00:00+00:00,finished,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00,0.34825870646766166,0.38167938931297707,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00
104273,79781,79781,1.0,auto-fuzzy,9z Globant,Volticons,LRS,team_b,2026-07-09T20:00:00+00:00,finished,0.4498644986449864,0.4926108374384237,0.09502047599264074,1.0,2026-07-06T14:55:09+00:00,2026-07-06T14:55:09+00:00,0.4498644986449864,0.4926108374384237,0.09502047599264074,1.0,2026-07-07T16:55:04+00:00,2026-07-07T16:55:04+00:00,0.45923913043478265,0.5025125628140703,0.09422853914543117,1.0,2026-07-08T18:55:05+00:00,2026-07-08T18:55:05+00:00
94266,79594,79594,1.0,auto-fuzzy,Malvinas,ZEN Esports,LRS,team_a,2026-07-02T20:00:00+00:00,finished,0.6517412935323382,0.7142857142857143,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00,0.6517412935323382,0.7142857142857143,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00,0.6517412935323382,0.7142857142857143,0.09596510359869148,1.0,2026-07-02T18:55:02+00:00,2026-07-02T18:55:02+00:00
