match_id,start_time_normalized,month,y,market_prob,exp039_prob,hybrid_prob,market_loss,hybrid_loss,exp039_loss,diff_market_minus_hybrid,diff_market_minus_exp039
144703,2026-07-28T19:00:00+00:00,2026-07,0,0.3983113069739445,0.3576602811442096,0.3725733065949991,0.5080150886457838,0.46612843805952925,0.44263795815017565,0.04188665058625457,0.06537713049560817
104263,2026-07-12T22:00:00+00:00,2026-07,0,0.43044370703968,0.8935795357270778,0.6069026973560223,0.5628976546930947,0.9336981083331997,2.240357387176163,-0.37080045364010494,-1.6774597324830682
144679,2026-07-24T08:00:00+00:00,2026-07,1,0.7068181818181818,0.736155714820076,0.7334442190539805,0.34698181473307277,0.3100037319337043,0.3063136135818195,0.036978082799368484,0.04066820115125325
144688,2026-07-28T17:30:00+00:00,2026-07,1,0.7001366822716272,0.6597689479272073,0.6986524770413309,0.35647970261152195,0.35860183199380397,0.4158655841517591,-0.002122129382282012,-0.05938588154023716
144687,2026-07-29T15:00:00+00:00,2026-07,0,0.098992800283841,0.0596634203448917,0.07514684122704375,0.10424203059977756,0.0781203013438735,0.06151740434462975,0.026121729255904058,0.04272462625514781
144657,2026-07-29T05:00:00+00:00,2026-07,1,0.6065678134776173,0.4334464466753094,0.5402485856017128,0.49993874567346896,0.6157259016425987,0.8359870274740521,-0.1157871559691297,-0.3360482818005831
144704,2026-07-28T20:00:00+00:00,2026-07,1,0.8066646096009372,0.8462219129266275,0.837209507656453,0.21484729858424892,0.17768093198116366,0.16697364534884387,0.037166366603085255,0.047873653235405045
103161,2026-07-07T03:00:00+00:00,2026-07,1,0.9187110387364577,0.881262141969308,0.920747575157651,0.08478363617174618,0.08256935721171875,0.12640014682937556,0.0022142789600274326,-0.04161651065762938
144701,2026-07-28T17:00:00+00:00,2026-07,0,0.3765174839267753,0.2973088200965608,0.3337829235378715,0.47243455583785726,0.40613972091503026,0.3528377725869094,0.066294834922827,0.11959678325094786
144700,2026-07-28T16:00:00+00:00,2026-07,1,0.3225107030103779,0.280667508448641,0.2921243952025054,1.1316189556679284,1.2305755564632799,1.270584554189231,-0.09895660079535151,-0.13896559852130275
66765,2026-06-14T16:00:00+00:00,2026-06,0,0.5733394001812201,0.5610584223376825,0.5743090048110259,0.8517664300124119,0.8540415593222526,0.8233889552588206,-0.00227512930984064,0.028377474753591314
144705,2026-07-29T16:00:00+00:00,2026-07,0,0.5910861863188704,0.6538422777458012,0.6253197333568631,0.8942508696408772,0.9816822389858159,1.0608607631247144,-0.08743136934493867,-0.16660989348383726
104264,2026-07-12T22:00:00+00:00,2026-07,0,0.3391511220815311,0.3518512750523582,0.33169804296014166,0.414230091716558,0.4030151760841567,0.4336350951560378,0.01121491563240129,-0.019405003439479818
26,2026-06-04T15:00:00+00:00,2026-06,0,0.5920206213539546,0.5645962249875032,0.5879858459002287,0.8965386483894947,0.8866975756116214,0.8314814600022415,0.009841072777873272,0.06505718838725316
62564,2026-06-13T11:00:00+00:00,2026-06,1,0.8900862068965517,0.8680248604241226,0.8982082062467698,0.11643695926522252,0.10735338204561969,0.14153492369031775,0.009083577219602831,-0.025097964425095237
76,2026-05-31T16:00:00+00:00,2026-05,0,0.3357142857142857,0.2962713278360535,0.3068489280484707,0.40904292945604825,0.366507306506083,0.3513624059712075,0.04253562294996527,0.05768052348484076
60,2026-06-01T20:00:00+00:00,2026-06,1,0.5231607629427794,0.4544945006771778,0.49517675302523767,0.6478664760267886,0.7028405033315398,0.7885694651579866,-0.054974027304751205,-0.14070298913119805
144664,2026-07-27T09:00:00+00:00,2026-07,1,0.6764633136879706,0.8680410916706403,0.7593582343520535,0.390877062423485,0.27528163091646923,0.14151622480794118,0.11559543150701579,0.24936083761554384
144683,2026-07-27T22:00:00+00:00,2026-07,1,0.7306875061077889,0.8105897640576875,0.7760318814928984,0.31376939885613764,0.25356167524479417,0.20999319247968912,0.06020772361134347,0.10377620637644852
