market_reference,alpha,n,logloss,brier,auc,accuracy,mean_prob,target_rate
close,0.12,408,0.5592686996070744,0.18981500441393226,0.782130832130832,0.7009803921568627,0.5170427481756693,0.5147058823529411
close,0.13,408,0.5588733457829931,0.18967047347169505,0.781986531986532,0.7034313725490197,0.5170625547786368,0.5147058823529411
close,0.14,408,0.5584979347838802,0.189532322692761,0.7823713323713324,0.7009803921568627,0.5170823613816045,0.5147058823529411
close,0.15,408,0.5581419320759079,0.18940055207713025,0.7825877825877825,0.7034313725490197,0.517102167984572,0.5147058823529411
close,0.16,408,0.5578048595300689,0.1892751616248026,0.7831409331409331,0.7034313725490197,0.5171219745875395,0.5147058823529411
close,0.17,408,0.5574862886607569,0.18915615133577815,0.7832130832130832,0.7034313725490197,0.517141781190507,0.5147058823529411
close,0.18,408,0.5571858349393937,0.18904352121005694,0.7838143338143339,0.7009803921568627,0.5171615877934745,0.5147058823529411
close,0.19,408,0.5569031529842319,0.18893727124763893,0.7841750841750841,0.6985294117647058,0.5171813943964423,0.5147058823529411
close,0.2,408,0.5566379324696392,0.1888374014485241,0.7846320346320346,0.696078431372549,0.5172012009994098,0.5147058823529411
close,0.21,408,0.5563898946303888,0.18874391181271247,0.7851130351130351,0.696078431372549,0.5172210076023773,0.5147058823529411
close,0.22,408,0.5561587892613165,0.18865680234020402,0.785040885040885,0.6985294117647058,0.5172408142053448,0.5147058823529411
close,0.23,408,0.5559443921320278,0.1885760730309988,0.7850168350168351,0.6985294117647058,0.5172606208083124,0.5147058823529411
close,0.24,408,0.5557465027514772,0.18850172388509676,0.7853054353054353,0.696078431372549,0.5172804274112799,0.5147058823529411
close,0.25,408,0.5555649424292056,0.18843375490249792,0.7853535353535352,0.696078431372549,0.5173002340142475,0.5147058823529411
close,0.26,408,0.5553995525895483,0.18837216608320226,0.7854497354497354,0.696078431372549,0.5173200406172149,0.5147058823529411
close,0.27,408,0.5552501933027428,0.1883169574272098,0.7855699855699855,0.696078431372549,0.5173398472201826,0.5147058823529411
close,0.28,408,0.5551167420030295,0.18826812893452055,0.7857864357864357,0.7009803921568627,0.5173596538231501,0.5147058823529411
close,0.29,408,0.5549990923688174,0.1882256806051345,0.7860028860028859,0.6985294117647058,0.5173794604261176,0.5147058823529411
close,0.3,408,0.5548971533440749,0.18818961243905163,0.786050986050986,0.696078431372549,0.5173992670290852,0.5147058823529411
close,0.31,408,0.5548108482834424,0.188159924436272,0.785954785954786,0.696078431372549,0.5174190736320526,0.5147058823529411
close,0.32,408,0.5547401142063362,0.18813661659679554,0.785978835978836,0.6911764705882353,0.5174388802350203,0.5147058823529411
close,0.33,408,0.5546849011476028,0.18811968892062225,0.7859066859066859,0.6887254901960784,0.5174586868379878,0.5147058823529411
close,0.34,408,0.5546451715942058,0.1881091414077522,0.7857142857142857,0.6911764705882353,0.5174784934409554,0.5147058823529411
close,0.35,408,0.554620899999038,0.18810497405818535,0.786075036075036,0.6887254901960784,0.5174983000439229,0.5147058823529411
close,0.36,408,0.5546120723643132,0.18810718687192166,0.7862193362193363,0.6862745098039216,0.5175181066468905,0.5147058823529411
close,0.37,408,0.5546186858881489,0.1881157798489612,0.7862433862433862,0.6887254901960784,0.517537913249858,0.5147058823529411
close,0.38,408,0.5546407486689477,0.18813075298930393,0.7863155363155363,0.6862745098039216,0.5175577198528255,0.5147058823529411
close,0.39,408,0.5546782794630364,0.18815210629294984,0.7862433862433863,0.6862745098039216,0.5175775264557931,0.5147058823529411
close,0.4,408,0.5547313074917624,0.18817983975989896,0.7860990860990861,0.6862745098039216,0.5175973330587607,0.5147058823529411
close,0.41,408,0.5547998722949069,0.18821395339015132,0.7861952861952862,0.6862745098039216,0.5176171396617282,0.5147058823529411
close,0.42,408,0.5548840236278383,0.18825444718370682,0.7858826358826358,0.6862745098039216,0.5176369462646958,0.5147058823529411
close,0.43,408,0.5549838214003542,0.1883013211405655,0.7858345358345359,0.6887254901960784,0.5176567528676633,0.5147058823529411
close,0.44,408,0.5550993356556194,0.18835457526072744,0.7860269360269361,0.6887254901960784,0.5176765594706308,0.5147058823529411
close,0.45,408,0.5552306465880374,0.18841420954419255,0.7862193362193363,0.6887254901960784,0.5176963660735984,0.5147058823529411
close,0.46,408,0.5553778445992914,0.18848022399096082,0.785882635882636,0.6911764705882353,0.5177161726765659,0.5147058823529411
close,0.47,408,0.555541030392159,0.18855261860103234,0.7855699855699856,0.696078431372549,0.5177359792795334,0.5147058823529411
close,0.48,408,0.5557203151020733,0.188631393374407,0.7859307359307359,0.696078431372549,0.5177557858825009,0.5147058823529411
close,0.49,408,0.555915820466749,0.18871654831108495,0.7860509860509861,0.6911764705882353,0.5177755924854686,0.5147058823529411
close,0.5,408,0.5561276790345417,0.18880808341106606,0.786002886002886,0.6862745098039216,0.5177953990884362,0.5147058823529411
close,0.51,408,0.5563560344125641,0.1889059986743503,0.7854978354978355,0.6887254901960784,0.5178152056914037,0.5147058823529411
close,0.52,408,0.556601041555941,0.18901029410093778,0.7852573352573353,0.6911764705882353,0.5178350122943712,0.5147058823529411
close,0.53,408,0.5568628670999687,0.18912096969082848,0.7852092352092352,0.6887254901960784,0.5178548188973388,0.5147058823529411
close,0.54,408,0.557141689737339,0.1892380254440224,0.7850168350168351,0.6887254901960784,0.5178746255003063,0.5147058823529411
close,0.55,408,0.5574377006430199,0.18936146136051948,0.7847763347763348,0.6911764705882353,0.5178944321032739,0.5147058823529411
close,0.56,408,0.557751103949853,0.18949127744031974,0.7845117845117845,0.6911764705882353,0.5179142387062414,0.5147058823529411
close,0.57,408,0.5580821172784335,0.1896274736834232,0.7839105339105339,0.6862745098039216,0.517934045309209,0.5147058823529411
close,0.58,408,0.5584309723254077,0.1897700500898299,0.7835497835497836,0.6862745098039216,0.5179538519121765,0.5147058823529411
close,0.59,408,0.5587979155149516,0.18991900665953979,0.7834535834535835,0.6887254901960784,0.517973658515144,0.5147058823529411
close,0.6,408,0.5591832087189035,0.19007434339255283,0.782996632996633,0.6887254901960784,0.5179934651181116,0.5147058823529411
close,0.61,408,0.5595871300518253,0.1902360602888691,0.7826599326599326,0.6887254901960784,0.5180132717210791,0.5147058823529411
close,0.62,408,0.5600099747481754,0.19040415734848856,0.7824194324194325,0.6887254901960784,0.5180330783240467,0.5147058823529411
close,0.63,408,0.560452056129825,0.19057863457141125,0.7822029822029822,0.6887254901960784,0.5180528849270143,0.5147058823529411
close,0.64,408,0.5609137066733412,0.19075949195763708,0.7819624819624819,0.6862745098039216,0.5180726915299818,0.5147058823529411
close,0.65,408,0.561395279187846,0.19094672950716618,0.7815055315055315,0.6862745098039216,0.5180924981329493,0.5147058823529411
close,0.66,408,0.5618971481158697,0.19114034721999842,0.7811928811928812,0.6862745098039216,0.5181123047359169,0.5147058823529411
close,0.67,408,0.5624197109714764,0.19134034509613385,0.781072631072631,0.6862745098039216,0.5181321113388844,0.5147058823529411
close,0.68,408,0.5629633899321361,0.1915467231355725,0.7806397306397306,0.6887254901960784,0.518151917941852,0.5147058823529411
close,0.69,408,0.5635286336033798,0.19175948133831436,0.7803270803270804,0.6887254901960784,0.5181717245448195,0.5147058823529411
close,0.7,408,0.5641159189783094,0.19197861970435942,0.7801346801346801,0.6911764705882353,0.518191531147787,0.5147058823529411
close,0.71,408,0.5647257536176237,0.19220413823370766,0.7795815295815295,0.6911764705882353,0.5182113377507546,0.5147058823529411
close,0.72,408,0.5653586780801022,0.19243603692635908,0.7795574795574796,0.6911764705882353,0.5182311443537222,0.5147058823529411
close,0.73,408,0.5660152686386025,0.19267431578231373,0.778956228956229,0.6911764705882353,0.5182509509566897,0.5147058823529411
close,0.74,408,0.5666961403227756,0.19291897480157152,0.7785954785954786,0.6911764705882353,0.5182707575596572,0.5147058823529411
close,0.75,408,0.567401950337134,0.1931700139841326,0.7781625781625782,0.6911764705882353,0.5182905641626248,0.5147058823529411
close,0.76,408,0.5681334019121298,0.19342743332999682,0.7775613275613276,0.6911764705882353,0.5183103707655924,0.5147058823529411
close,0.77,408,0.5688912486569162,0.19369123283916423,0.7771765271765272,0.6887254901960784,0.5183301773685599,0.5147058823529411
close,0.78,408,0.5696762994960111,0.1939614125116349,0.7768638768638769,0.6862745098039216,0.5183499839715274,0.5147058823529411
close,0.79,408,0.570489424288812,0.19423797234740867,0.7764550264550265,0.6862745098039216,0.518369790574495,0.5147058823529411
close,0.8,408,0.5713315602517511,0.19452091234648572,0.775998075998076,0.6838235294117647,0.5183895971774625,0.5147058823529411
close,0.81,408,0.5722037193289872,0.19481023250886595,0.7756613756613757,0.6887254901960784,0.51840940378043,0.5147058823529411
close,0.82,408,0.5731069966905137,0.19510593283454938,0.7752525252525253,0.6862745098039216,0.5184292103833976,0.5147058823529411
close,0.83,408,0.5740425805785518,0.19540801332353597,0.7750120250120252,0.6862745098039216,0.5184490169863653,0.5147058823529411
close,0.84,408,0.5750117637770334,0.19571647397582578,0.7744348244348245,0.6862745098039216,0.5184688235893327,0.5147058823529411
close,0.85,408,0.5760159570488975,0.1960313147914188,0.7737854737854738,0.6862745098039216,0.5184886301923003,0.5147058823529411
close,0.86,408,0.5770567049775065,0.19635253577031497,0.7733525733525733,0.6887254901960784,0.5185084367952678,0.5147058823529411
close,0.87,408,0.5781357047697386,0.1966801369125144,0.7728234728234729,0.6887254901960784,0.5185282433982353,0.5147058823529411
close,0.88,408,0.5792548287408071,0.197014118218017,0.7725108225108224,0.6887254901960784,0.5185480500012029,0.5147058823529411
close,0.89,408,0.5804161514214374,0.1973544796868228,0.772005772005772,0.6887254901960784,0.5185678566041704,0.5147058823529411
close,0.9,408,0.5816219825318072,0.19770122131893178,0.7719336219336219,0.6887254901960784,0.518587663207138,0.5147058823529411
close,0.91,408,0.5828749074916016,0.19805434311434397,0.7714285714285714,0.6887254901960784,0.5186074698101055,0.5147058823529411
close,0.92,408,0.5841778377404186,0.1984138450730594,0.7705387205387205,0.6887254901960784,0.5186272764130732,0.5147058823529411
close,0.93,408,0.5855340740205764,0.19877972719507794,0.7702020202020202,0.6887254901960784,0.5186470830160407,0.5147058823529411
close,0.94,408,0.5869473870760864,0.19915198948039978,0.7694083694083694,0.6887254901960784,0.5186668896190082,0.5147058823529411
close,0.95,408,0.5884221221993426,0.1995306319290247,0.7686387686387687,0.6911764705882353,0.5186866962219757,0.5147058823529411
close,0.96,408,0.589963337145933,0.19991565454095292,0.7680375180375181,0.6887254901960784,0.5187065028249433,0.5147058823529411
close,0.97,408,0.5915769879159306,0.20030705731618428,0.7674122174122174,0.6887254901960784,0.5187263094279108,0.5147058823529411
close,0.98,408,0.5932701852177276,0.20070484025471885,0.7667628667628668,0.6887254901960784,0.5187461160308784,0.5147058823529411
close,0.99,408,0.5950515589247752,0.20110900335655665,0.7660654160654159,0.6887254901960784,0.5187659226338459,0.5147058823529411
close,1.0,408,0.596931794371762,0.20151954662169763,0.7653679653679653,0.6887254901960784,0.5187857292368134,0.5147058823529411
