market_reference,alpha,n,logloss,brier,auc,accuracy,mean_prob,target_rate
mid,0.48,408,0.558585180780764,0.18995733965242545,0.7817700817700817,0.6911764705882353,0.5183432662774601,0.5147058823529411
mid,0.49,408,0.5586609277263415,0.18999325973532435,0.7816498316498316,0.6911764705882353,0.5183517751805246,0.5147058823529411
mid,0.5,408,0.5587548671276269,0.19003649080062038,0.7819143819143819,0.6887254901960784,0.518360284083589,0.5147058823529411
mid,0.51,408,0.5588671532291769,0.1900870328483135,0.7815055315055315,0.6887254901960784,0.5183687929866536,0.5147058823529411
mid,0.52,408,0.5589979529645352,0.1901448858784037,0.7815055315055316,0.6911764705882353,0.5183773018897181,0.5147058823529411
mid,0.53,408,0.5591474463325631,0.1902100498908909,0.7816017316017316,0.6887254901960784,0.5183858107927825,0.5147058823529411
mid,0.54,408,0.5593158268232682,0.19028252488577527,0.7816257816257817,0.6862745098039216,0.518394319695847,0.5147058823529411
mid,0.55,408,0.5595033018960498,0.1903623108630567,0.7813371813371812,0.6862745098039216,0.5184028285989115,0.5147058823529411
mid,0.56,408,0.5597100935137773,0.19044940782273517,0.7813371813371813,0.6862745098039216,0.518411337501976,0.5147058823529411
mid,0.57,408,0.559936438736675,0.1905438157648108,0.7811928811928812,0.6887254901960784,0.5184198464050405,0.5147058823529411
mid,0.58,408,0.5601825903806037,0.1906455346892834,0.7812169312169313,0.6838235294117647,0.518428355308105,0.5147058823529411
mid,0.59,408,0.5604488177450064,0.19075456459615314,0.781000481000481,0.6862745098039216,0.5184368642111694,0.5147058823529411
mid,0.6,408,0.5607354074165659,0.19087090548542,0.7809283309283309,0.6838235294117647,0.5184453731142339,0.5147058823529411
mid,0.61,408,0.5610426641554821,0.19099455735708387,0.7805916305916305,0.6838235294117647,0.5184538820172985,0.5147058823529411
mid,0.62,408,0.5613709118722784,0.19112552021114484,0.7803511303511304,0.6838235294117647,0.518462390920363,0.5147058823529411
mid,0.63,408,0.5617204947041675,0.1912637940476029,0.78006253006253,0.6838235294117647,0.5184708998234274,0.5147058823529411
mid,0.64,408,0.5620917782013192,0.191409378866458,0.7797258297258297,0.6813725490196079,0.5184794087264919,0.5147058823529411
mid,0.65,408,0.5624851506348625,0.19156227466771023,0.7794372294372294,0.6838235294117647,0.5184879176295564,0.5147058823529411
mid,0.66,408,0.5629010244402028,0.19172248145135953,0.7794372294372294,0.6838235294117647,0.5184964265326208,0.5147058823529411
mid,0.67,408,0.5633398378112533,0.1918899992174059,0.7789802789802789,0.6838235294117647,0.5185049354356853,0.5147058823529411
mid,0.68,408,0.5638020564635449,0.1920648279658493,0.778980278980279,0.6862745098039216,0.5185134443387499,0.5147058823529411
mid,0.69,408,0.5642881755869626,0.1922469676966899,0.778908128908129,0.6862745098039216,0.5185219532418144,0.5147058823529411
mid,0.7,408,0.5647987220121183,0.19243641840992748,0.7788359788359789,0.6862745098039216,0.5185304621448789,0.5147058823529411
